"Export for HP:0012823"
"Gene","Associated diseases"
"PROKR2 (128674)","Kallmann syndrome (ORPHA:478), HYPOGONADOTROPIC HYPOGONADISM 3 WITH OR ... (OMIM:244200), Septo-optic dysplasia spectrum (ORPHA:3157), Normosmic congenital hypogonadotropic hy... (ORPHA:432), Pituitary stalk interruption syndrome (ORPHA:95496)"
"CLPB (81570)","3-METHYLGLUTACONIC ACIDURIA WITH CATARAC... (OMIM:616271)"
"KCNC3 (3748)","SPINOCEREBELLAR ATAXIA 13 (OMIM:605259)"
"SDHAF2 (54949)","PARAGANGLIOMAS 2 (OMIM:601650)"
"TINF2 (26277)","Dyskeratosis congenita (ORPHA:1775), DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINA... (OMIM:127550), DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINA... (OMIM:613990), REVESZ SYNDROME (OMIM:268130), Hoyeraal-Hreidarsson syndrome (ORPHA:3322)"
"COQ8A (56997)","COENZYME Q10 DEFICIENCY, PRIMARY, 4 (OMIM:612016)"
"TELO2 (9894)","YOU-HOOVER-FONG SYNDROME (OMIM:616954)"
"CANT1 (124583)","DESBUQUOIS DYSPLASIA 1 (OMIM:251450), Desbuquois syndrome (ORPHA:1425)"
"SACS (26278)","SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE (OMIM:270550)"
"FIG4 (9896)","YUNIS-VARON SYNDROME (OMIM:216340), CHARCOT-MARIE-TOOTH DISEASE, TYPE 4J (OMIM:611228), AMYOTROPHIC LATERAL SCLEROSIS 11 (OMIM:612577), Amyotrophic lateral sclerosis (ORPHA:803), Yunis-Varon syndrome (ORPHA:3472), POLYMICROGYRIA, BILATERAL TEMPOROOCCIPIT... (OMIM:612691)"
"KCND3 (3752)","SPINOCEREBELLAR ATAXIA 19 (OMIM:607346), BRUGADA SYNDROME 9 (OMIM:616399)"
"PTPRO (5800)","NEPHROTIC SYNDROME, TYPE 6 (OMIM:614196)"
"WASHC5 (9897)","RITSCHER-SCHINZEL SYNDROME 1 (OMIM:220210), 3C syndrome (ORPHA:7), SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT (OMIM:603563)"
"CXCR4 (7852)","WHIM SYNDROME (OMIM:193670)"
"KCNH1 (3756)","TEMPLE-BARAITSER SYNDROME (OMIM:611816), ZIMMERMANN-LABAND SYNDROME 1 (OMIM:135500)"
"PTS (5805)","6-pyruvoyl-tetrahydropterin synthase def... (ORPHA:13), HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A (OMIM:261640)"
"AP5Z1 (9907)","SPASTIC PARAPLEGIA 48, AUTOSOMAL RECESSI... (OMIM:613647)"
"DGUOK (1716)","PORTAL HYPERTENSION, NONCIRRHOTIC (OMIM:617068), MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (... (OMIM:251880), PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WIT... (OMIM:617070)"
"C19ORF12 (83636)","Behr syndrome (ORPHA:1239), NEURODEGENERATION WITH BRAIN IRON ACCUMU... (OMIM:614298), SPASTIC PARAPLEGIA 43, AUTOSOMAL RECESSI... (OMIM:615043)"
"PURA (5813)","MENTAL RETARDATION, AUTOSOMAL DOMINANT 3... (OMIM:616158)"
"BRPF1 (7862)","INTELLECTUAL DEVELOPMENTAL DISORDER WITH... (OMIM:617333)"
"KCNJ10 (3766)","SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA... (OMIM:612780), ENLARGED VESTIBULAR AQUEDUCT (OMIM:600791), PENDRED SYNDROME (OMIM:274600), EAST syndrome (ORPHA:199343), Pendred syndrome (ORPHA:705)"
"DHCR24 (1718)","DESMOSTEROLOSIS (OMIM:602398), Desmosterolosis (ORPHA:35107)"
"DHFR (1719)","MEGALOBLASTIC ANEMIA DUE TO DIHYDROFOLAT... (OMIM:613839)"
"KCNJ11 (3767)","MATURITY-ONSET DIABETES OF THE YOUNG, TY... (OMIM:616329), DEND syndrome (ORPHA:79134), DIABETES MELLITUS, PERMANENT NEONATAL (OMIM:606176), Transient neonatal diabetes mellitus (ORPHA:99886), HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL,... (OMIM:601820), DIABETES MELLITUS, TRANSIENT NEONATAL, 3 (OMIM:610582), Permanent neonatal diabetes mellitus (ORPHA:99885), Autosomal dominant hyperinsulinism due t... (ORPHA:276580)"
"TMEM70 (54968)","MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) D... (OMIM:614052), TMEM70-related mitochondrial encephalo-c... (ORPHA:1194)"
"IL21 (59067)","IMMUNODEFICIENCY, COMMON VARIABLE, 11 (OMIM:615767)"
"PTPRQ (374462)","DEAFNESS, AUTOSOMAL RECESSIVE 84 (OMIM:613391)"
"PCDH15 (65217)","USHER SYNDROME, TYPE ID (OMIM:601067), USHER SYNDROME, TYPE IF (OMIM:602083), Usher syndrome type 1 (ORPHA:231169), DEAFNESS, AUTOSOMAL RECESSIVE 23 (OMIM:609533)"
"DIAPH1 (1729)","SEIZURES, CORTICAL BLINDNESS, AND MICROC... (OMIM:616632), DEAFNESS, AUTOSOMAL DOMINANT 1 (OMIM:124900)"
"ABCD3 (5825)","BILE ACID SYNTHESIS DEFECT, CONGENITAL, ... (OMIM:616278)"
"SLC25A38 (54977)","ANEMIA, SIDEROBLASTIC, 2, PYRIDOXINE-REF... (OMIM:205950)"
"KCNK3 (3777)","PULMONARY HYPERTENSION, PRIMARY, 4 (OMIM:615344)"
"ABCD4 (5826)","METHYLMALONIC ACIDURIA AND HOMOCYSTINURI... (OMIM:614857)"
"PEX2 (5828)","PEROXISOME BIOGENESIS DISORDER 5B (OMIM:614867), Neonatal adrenoleukodystrophy (ORPHA:44), Zellweger syndrome (ORPHA:912), Infantile Refsum disease (ORPHA:772), PEROXISOME BIOGENESIS DISORDER 5A (ZELLW... (OMIM:614866)"
"CLN6 (54982)","CEROID LIPOFUSCINOSIS, NEURONAL, 4A, AUT... (OMIM:204300), CEROID LIPOFUSCINOSIS, NEURONAL, 6 (OMIM:601780)"
"MFN2 (9927)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUT... (OMIM:617087), Multiple symmetric lipomatosis (ORPHA:2398), CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:609260), HEREDITARY MOTOR AND SENSORY NEUROPATHY ... (OMIM:601152)"
"ALDH18A1 (5832)","SPASTIC PARAPLEGIA 9A, AUTOSOMAL DOMINAN... (OMIM:601162), Autosomal dominant cutis laxa (ORPHA:90348), SPASTIC PARAPLEGIA 9B, AUTOSOMAL RECESSI... (OMIM:616586), CUTIS LAXA, AUTOSOMAL DOMINANT 3 (OMIM:616603), ALDH18A1-related De Barsy syndrome (ORPHA:35664), CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE II... (OMIM:219150)"
"DLAT (1737)","PYRUVATE DEHYDROGENASE E2 DEFICIENCY (OMIM:245348)"
"KCNQ2 (3785)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:613720), KCNQ2-related epileptic encephalopathy (ORPHA:439218), SEIZURES, BENIGN FAMILIAL NEONATAL, 1 (OMIM:121200), Benign familial neonatal epilepsy (ORPHA:1949), Benign familial infantile epilepsy (ORPHA:306)"
"DLD (1738)","Pyruvate dehydrogenase E3 deficiency (ORPHA:2394), DIHYDROLIPOAMIDE DEHYDROGENASE DEFICIENC... (OMIM:246900)"
"PYGM (5837)","Glycogen storage disease due to muscle g... (ORPHA:368), GLYCOGEN STORAGE DISEASE V (OMIM:232600)"
"RARS2 (57038)","PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (OMIM:611523)"
"VWA3B (200403)","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESS... (OMIM:616948)"
"KIF5A (3798)","SPASTIC PARAPLEGIA 10, AUTOSOMAL DOMINAN... (OMIM:604187), MYOCLONUS, INTRACTABLE, NEONATAL (OMIM:617235)"
"KIF5C (3800)","CORTICAL DYSPLASIA, COMPLEX, WITH OTHER ... (OMIM:615282)"
"RFT1 (91869)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:612015), RFT1-CDG (ORPHA:244310)"
"DMD (1756)","MUSCULAR DYSTROPHY, BECKER TYPE (OMIM:300376), Familial isolated dilated cardiomyopathy (ORPHA:154), MUSCULAR DYSTROPHY, DUCHENNE TYPE (OMIM:310200), Becker muscular dystrophy (ORPHA:98895), Duchenne muscular dystrophy (ORPHA:98896), X-linked non-syndromic intellectual disa... (ORPHA:777), CARDIOMYOPATHY, DILATED, 3B (OMIM:302045)"
"SLC52A2 (79581)","BROWN-VIALETTO-VAN LAERE SYNDROME 2 (OMIM:614707), Riboflavin transporter deficiency (ORPHA:97229)"
"RMND1 (55005)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:614922)"
"TMEM231 (79583)","JOUBERT SYNDROME 20 (OMIM:614970), Meckel syndrome (ORPHA:564), MECKEL SYNDROME, TYPE 11 (OMIM:615397), Joubert syndrome with oculorenal defect (ORPHA:2318)"
"DNA2 (1763)","SECKEL SYNDROME 8 (OMIM:615807), PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WIT... (OMIM:615156)"
"QARS (5859)","MICROCEPHALY, PROGRESSIVE, WITH SEIZURES... (OMIM:615760)"
"QDPR (5860)","HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C (OMIM:261630), Dihydropteridine reductase deficiency (ORPHA:226)"
"ALDH5A1 (7915)","SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFI... (OMIM:271980), Succinic semialdehyde dehydrogenase defi... (ORPHA:22)"
"TSEN15 (116461)","PONTOCEREBELLAR HYPOPLASIA, TYPE 2F (OMIM:617026)"
"RAB27A (5873)","Griscelli disease type 2 (ORPHA:79477), GRISCELLI SYNDROME, TYPE 2 (OMIM:607624)"
"TRAPPC9 (83696)","Intellectual disability-obesity-brain ma... (ORPHA:352530), MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:613192)"
"DYNC1H1 (1778)","MENTAL RETARDATION, AUTOSOMAL DOMINANT 1... (OMIM:614563), SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY... (OMIM:158600), CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:614228)"
"NR1H4 (9971)","CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAH... (OMIM:617049)"
"JAM3 (83700)","HEMORRHAGIC DESTRUCTION OF THE BRAIN, SU... (OMIM:613730)"
"WDR62 (284403)","MICROCEPHALY 2, PRIMARY, AUTOSOMAL RECES... (OMIM:604317), Autosomal recessive primary microcephaly (ORPHA:2512)"
"DNM2 (1785)","CHARCOT-MARIE-TOOTH DISEASE, DOMINANT IN... (OMIM:606482), LETHAL CONGENITAL CONTRACTURE SYNDROME 5 (OMIM:615368), MYOPATHY, CENTRONUCLEAR, AUTOSOMAL DOMIN... (OMIM:160150)"
"CDON (50937)","HOLOPROSENCEPHALY 11 (OMIM:614226), Pituitary stalk interruption syndrome (ORPHA:95496)"
"FKBP14 (55033)","EHLERS-DANLOS SYNDROME WITH PROGRESSIVE ... (OMIM:614557), Ehlers-Danlos syndrome, kyphoscoliotic a... (ORPHA:300179)"
"DNMT1 (1786)","NEUROPATHY, HEREDITARY SENSORY, TYPE IE (OMIM:614116), CEREBELLAR ATAXIA, DEAFNESS, AND NARCOLE... (OMIM:604121)"
"FERMT3 (83706)","LEUKOCYTE ADHESION DEFICIENCY, TYPE III (OMIM:612840)"
"PDE11A (50940)","PIGMENTED NODULAR ADRENOCORTICAL DISEASE... (OMIM:610475), Primary pigmented nodular adrenocortical... (ORPHA:189439)"
"RAD21 (5885)","CORNELIA DE LANGE SYNDROME 4 (OMIM:614701), Cornelia de Lange syndrome (ORPHA:199)"
"FOXP3 (50943)","IMMUNODYSREGULATION, POLYENDOCRINOPATHY,... (OMIM:304790)"
"ADSSL1 (122622)","MYOPATHY, DISTAL, 5 (OMIM:617030)"
"RAD51 (5888)","MIRROR MOVEMENTS 2 (OMIM:614508), Fanconi anemia (ORPHA:84), FANCONI ANEMIA, COMPLEMENTATION GROUP R (OMIM:617244), Hereditary breast and ovarian cancer syn... (ORPHA:145)"
"DOCK2 (1794)","IMMUNODEFICIENCY 40 (OMIM:616433)"
"HNRNPDL (9987)","LIMB-GIRDLE MUSCULAR DYSTROPHY, TYPE 1G (OMIM:609115)"
"RNASEH2B (79621)","AICARDI-GOUTIERES SYNDROME 2 (OMIM:610181), Aicardi-Goutières syndrome (ORPHA:51)"
"DPAGT1 (1798)","DPAGT1-CDG (ORPHA:86309), CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:608093), MYASTHENIC SYNDROME, CONGENITAL, 13 (OMIM:614750)"
"SLC12A6 (9990)","AGENESIS OF THE CORPUS CALLOSUM WITH PER... (OMIM:218000), Corpus callosum agenesis-neuronopathy sy... (ORPHA:1496)"
"RAG1 (5896)","Omenn syndrome (ORPHA:39041), COMBINED CELLULAR AND HUMORAL IMMUNE DEF... (OMIM:233650), Combined immunodeficiency due to partial... (ORPHA:231154), OMENN SYNDROME (OMIM:603554), SEVERE COMBINED IMMUNODEFICIENCY, AUTOSO... (OMIM:601457)"
"RAG2 (5897)","Omenn syndrome (ORPHA:39041), COMBINED CELLULAR AND HUMORAL IMMUNE DEF... (OMIM:233650), OMENN SYNDROME (OMIM:603554), SEVERE COMBINED IMMUNODEFICIENCY, AUTOSO... (OMIM:601457)"
"DPH1 (1801)","DEVELOPMENTAL DELAY WITH SHORT STATURE, ... (OMIM:616901)"
"KRT3 (3850)","CORNEAL DYSTROPHY, MEESMANN (OMIM:122100)"
"KRT5 (3852)","EPIDERMOLYSIS BULLOSA SIMPLEX, WEBER-COC... (OMIM:131800), EPIDERMOLYSIS BULLOSA SIMPLEX WITH MOTTL... (OMIM:131960), Epidermolysis bullosa simplex with circi... (ORPHA:158681), EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL... (OMIM:601001), Generalized epidermolysis bullosa simple... (ORPHA:79399), Localized epidermolysis bullosa simplex (ORPHA:79400), EPIDERMOLYSIS BULLOSA HERPETIFORMIS, DOW... (OMIM:131760), Epidermolysis bullosa simplex with mottl... (ORPHA:79397), Epidermolysis bullosa simplex, Dowling-M... (ORPHA:79396), DOWLING-DEGOS DISEASE (OMIM:179850), EPIDERMOLYSIS BULLOSA SIMPLEX, GENERALIZ... (OMIM:131900)"
"SCO2 (9997)","CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE... (OMIM:604377), MYOPIA 6 (OMIM:608908)"
"SH3TC2 (79628)","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4C (OMIM:601596), MONONEUROPATHY OF THE MEDIAN NERVE, MILD (OMIM:613353)"
"DPYD (1806)","1p21.3 microdeletion syndrome (ORPHA:293948), DIHYDROPYRIMIDINE DEHYDROGENASE DEFICIEN... (OMIM:274270)"
"DPYS (1807)","DIHYDROPYRIMIDINASE DEFICIENCY (OMIM:222748)"
"FAT4 (79633)","HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYN... (OMIM:616006), VAN MALDERGEM SYNDROME 2 (OMIM:615546)"
"PNPLA2 (57104)","NEUTRAL LIPID STORAGE DISEASE WITH MYOPA... (OMIM:610717)"
"KRT12 (3859)","CORNEAL DYSTROPHY, MEESMANN (OMIM:122100)"
"SOST (50964)","CRANIODIAPHYSEAL DYSPLASIA, AUTOSOMAL DO... (OMIM:122860), Hyperostosis corticalis generalisata (ORPHA:3416), HYPEROSTOSIS CORTICALIS GENERALISATA (OMIM:239100), Sclerosteosis (ORPHA:3152), SCLEROSTEOSIS 1 (OMIM:269500), Craniodiaphyseal dysplasia (ORPHA:1513)"
"KRT14 (3861)","EPIDERMOLYSIS BULLOSA SIMPLEX, WEBER-COC... (OMIM:131800), NAEGELI SYNDROME (OMIM:161000), EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL... (OMIM:601001), Generalized epidermolysis bullosa simple... (ORPHA:79399), Localized epidermolysis bullosa simplex (ORPHA:79400), EPIDERMOLYSIS BULLOSA HERPETIFORMIS, DOW... (OMIM:131760), Naegeli-Franceschetti-Jadassohn syndrome (ORPHA:69087), Epidermolysis bullosa simplex with mottl... (ORPHA:79397), Epidermolysis bullosa simplex, Dowling-M... (ORPHA:79396), KRT14-related epidermolysis bullosa simp... (ORPHA:89838), DERMATOPATHIA PIGMENTOSA RETICULARIS (OMIM:125595), EPIDERMOLYSIS BULLOSA SIMPLEX, GENERALIZ... (OMIM:131900)"
"DRD2 (1813)","Myoclonus-dystonia syndrome (ORPHA:36899), DYSTONIA 11, MYOCLONIC (OMIM:159900)"
"EPM2A (7957)","MYOCLONIC EPILEPSY OF LAFORA (OMIM:254780)"
"ROGDI (79641)","KOHLSCHUTTER-TONZ SYNDROME (OMIM:226750), Amelocerebrohypohidrotic syndrome (ORPHA:1946)"
"RAPSN (5913)","FETAL AKINESIA DEFORMATION SEQUENCE (OMIM:208150), Fetal akinesia deformation sequence (ORPHA:994), MYASTHENIC SYNDROME, CONGENITAL, 11, ASS... (OMIM:616326)"
"AMN (81693)","MEGALOBLASTIC ANEMIA 1 (OMIM:261100)"
"SRD5A3 (79644)","KAHRIZI SYNDROME (OMIM:612713), CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:612379)"
"RARS (5917)","LEUKODYSTROPHY, HYPOMYELINATING, 9 (OMIM:616140)"
"NUP107 (57122)","NEPHROTIC SYNDROME, TYPE 11 (OMIM:616730), 46,XX gonadal dysgenesis (ORPHA:243), Galloway-Mowat syndrome (ORPHA:2065)"
"GNE (10020)","NONAKA MYOPATHY (OMIM:605820), INCLUSION BODY MYOPATHY 2, AUTOSOMAL REC... (OMIM:600737), SIALURIA (OMIM:269921), GNE myopathy (ORPHA:602), Sialuria (ORPHA:3166)"
"HCN4 (10021)","SICK SINUS SYNDROME 2 (OMIM:163800), BRUGADA SYNDROME 8 (OMIM:613123)"
"NDUFAF2 (91942)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010), LEIGH SYNDROME (OMIM:256000)"
"EBF3 (253738)","HYPOTONIA, ATAXIA, AND DELAYED DEVELOPME... (OMIM:617330)"
"DOCK8 (81704)","HYPER-IgE RECURRENT INFECTION SYNDROME, ... (OMIM:243700), Combined immunodeficiency due to DOCK8 d... (ORPHA:217390), MENTAL RETARDATION, AUTOSOMAL DOMINANT 2 (OMIM:614113)"
"DNAAF4 (161582)","Primary ciliary dyskinesia (ORPHA:244), CILIARY DYSKINESIA, PRIMARY, 25 (OMIM:615482)"
"KRT81 (3887)","Monilethrix (ORPHA:573), MONILETHRIX (OMIM:158000)"
"KRT83 (3889)","Monilethrix (ORPHA:573), Progressive symmetric erythrokeratodermi... (ORPHA:316), MONILETHRIX (OMIM:158000)"
"KRT86 (3892)","Monilethrix (ORPHA:573), MONILETHRIX (OMIM:158000)"
"COQ6 (51004)","COENZYME Q10 DEFICIENCY, PRIMARY, 6 (OMIM:614650)"
"DVL1 (1855)","ROBINOW SYNDROME, AUTOSOMAL DOMINANT 2 (OMIM:616331), ROBINOW SYNDROME, AUTOSOMAL DOMINANT (OMIM:180700), Autosomal dominant Robinow syndrome (ORPHA:3107)"
"ASCC1 (51008)","SPINAL MUSCULAR ATROPHY WITH CONGENITAL ... (OMIM:616867), BARRETT ESOPHAGUS (OMIM:614266)"
"SLURP1 (57152)","Mal de Meleda (ORPHA:87503), MAL DE MELEDA (OMIM:248300)"
"DNAJB6 (10049)","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1E (OMIM:603511), Autosomal dominant limb-girdle muscular ... (ORPHA:34516)"
"GLIS3 (169792)","DIABETES MELLITUS, NEONATAL, WITH CONGEN... (OMIM:610199)"
"EXOSC3 (51010)","PONTOCEREBELLAR HYPOPLASIA, TYPE 1B (OMIM:614678)"
"LAMA2 (3908)","Congenital muscular dystrophy type 1A (ORPHA:258), MUSCULAR DYSTROPHY, CONGENITAL MEROSIN-D... (OMIM:607855)"
"LAMA3 (3909)","EPIDERMOLYSIS BULLOSA, JUNCTIONAL, NON-H... (OMIM:226650), Generalized junctional epidermolysis bul... (ORPHA:79402), Junctional epidermolysis bullosa, Herlit... (ORPHA:79404), LARYNGOONYCHOCUTANEOUS SYNDROME (OMIM:245660), EPIDERMOLYSIS BULLOSA, JUNCTIONAL, HERLI... (OMIM:226700)"
"TOR1A (1861)","Myoclonus-dystonia syndrome (ORPHA:36899), DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT (OMIM:128100), Early-onset generalized limb-onset dysto... (ORPHA:256)"
"LAMB1 (3912)","LISSENCEPHALY 5 (OMIM:615191)"
"LAMB2 (3913)","NEPHROTIC SYNDROME, TYPE 5, WITH OR WITH... (OMIM:614199), PIERSON SYNDROME (OMIM:609049)"
"LAMB3 (3914)","EPIDERMOLYSIS BULLOSA, JUNCTIONAL, NON-H... (OMIM:226650), Generalized junctional epidermolysis bul... (ORPHA:79402), Junctional epidermolysis bullosa, Herlit... (ORPHA:79404), EPIDERMOLYSIS BULLOSA, JUNCTIONAL, HERLI... (OMIM:226700), AMELOGENESIS IMPERFECTA, TYPE IA (OMIM:104530)"
"RDX (5962)","DEAFNESS, AUTOSOMAL RECESSIVE, 24 (OMIM:611022)"
"DNM1L (10059)","OPTIC ATROPHY 5 (OMIM:610708), ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHON... (OMIM:614388)"
"ALG11 (440138)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:613661)"
"GJC2 (57165)","LEUKODYSTROPHY, HYPOMYELINATING, 2 (OMIM:608804), SPASTIC PARAPLEGIA 44, AUTOSOMAL RECESSI... (OMIM:613206), LYMPHEDEMA, HEREDITARY, IC (OMIM:613480)"
"MRPS16 (51021)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:610498)"
"LAMC2 (3918)","EPIDERMOLYSIS BULLOSA, JUNCTIONAL, NON-H... (OMIM:226650), Generalized junctional epidermolysis bul... (ORPHA:79402), Junctional epidermolysis bullosa inversa (ORPHA:79405), Junctional epidermolysis bullosa, Herlit... (ORPHA:79404), EPIDERMOLYSIS BULLOSA, JUNCTIONAL, HERLI... (OMIM:226700)"
"SALL4 (57167)","IVIC SYNDROME (OMIM:147750), Acro-renal-ocular syndrome (ORPHA:959), DUANE-RADIAL RAY SYNDROME (OMIM:607323)"
"FANCL (55120)","Fanconi anemia (ORPHA:84), FANCONI ANEMIA, COMPLEMENTATION GROUP L (OMIM:614083), TRACHEOESOPHAGEAL FISTULA WITH OR WITHOU... (OMIM:189960)"
"LAMP2 (3920)","DANON DISEASE (OMIM:300257), Glycogen storage disease due to LAMP-2 d... (ORPHA:34587)"
"RPSA (3921)","ASPLENIA, ISOLATED CONGENITAL (OMIM:271400)"
"VARS2 (57176)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:615917)"
"RET (5979)","PHEOCHROMOCYTOMA (OMIM:171300), Renal agenesis, bilateral (ORPHA:1848), Haddad syndrome (ORPHA:99803), MULTIPLE ENDOCRINE NEOPLASIA, TYPE IIB (OMIM:162300), Hirschsprung disease (ORPHA:388), CENTRAL HYPOVENTILATION SYNDROME, CONGEN... (OMIM:209880), THYROID CARCINOMA, FAMILIAL MEDULLARY (OMIM:155240), MULTIPLE ENDOCRINE NEOPLASIA, TYPE IIA (OMIM:171400), RENAL HYPODYSPLASIA/APLASIA 1 (OMIM:191830)"
"LCK (3932)","IMMUNODEFICIENCY 22 (OMIM:615758)"
"PRRT2 (112476)","EPISODIC KINESIGENIC DYSKINESIA 1 (OMIM:128200), Infantile convulsions and choreoathetosi... (ORPHA:31709), Familial or sporadic hemiplegic migraine (ORPHA:569), Benign familial infantile epilepsy (ORPHA:306), Paroxysmal exertion-induced dyskinesia (ORPHA:98811)"
"CUBN (8029)","MEGALOBLASTIC ANEMIA 1 (OMIM:261100)"
"TYMP (1890)","MITOCHONDRIAL DNA DEPLETION SYNDROME 1 (... (OMIM:603041)"
"LDHA (3939)","GLYCOGEN STORAGE DISEASE XI (OMIM:612933)"
"SELENON (57190)","MYOPATHY, CONGENITAL, WITH FIBER-TYPE DI... (OMIM:255310), RIGID SPINE MUSCULAR DYSTROPHY 1 (OMIM:602771), Congenital fiber-type disproportion myop... (ORPHA:2020)"
"AAGAB (79719)","KERATOSIS PALMOPLANTARIS PAPULOSA (OMIM:148600), Punctate palmoplantar keratoderma type 1 (ORPHA:79501)"
"BOLA3 (388962)","MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYND... (OMIM:614299)"
"TBL1XR1 (79718)","MENTAL RETARDATION, AUTOSOMAL DOMINANT 4... (OMIM:616944), FITZSIMMONS-GUILBERT SYNDROME (OMIM:270710), PLANTAR LIPOMATOSIS, UNUSUAL FACIES, AND... (OMIM:602342)"
"GSC (145258)","SHORT STATURE, AUDITORY CANAL ATRESIA, M... (OMIM:602471)"
"MCOLN1 (57192)","MUCOLIPIDOSIS IV (OMIM:252650), Mucolipidosis type IV (ORPHA:578)"
"THAP1 (55145)","DYSTONIA 6, TORSION (OMIM:602629)"
"MTPAP (55149)","SPASTIC ATAXIA 4, AUTOSOMAL RECESSIVE (OMIM:613672)"
"PDHX (8050)","PYRUVATE DEHYDROGENASE E3-BINDING PROTEI... (OMIM:245349)"
"NARS2 (79731)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:616239)"
"NLRP3 (114548)","FAMILIAL COLD AUTOINFLAMMATORY SYNDROME ... (OMIM:120100), MUCKLE-WELLS SYNDROME (OMIM:191900), Muckle-Wells syndrome (ORPHA:575), Familial cold urticaria (ORPHA:47045), CINCA SYNDROME (OMIM:607115), CINCA syndrome (ORPHA:1451)"
"DARS2 (55157)","LEUKOENCEPHALOPATHY WITH BRAINSTEM AND S... (OMIM:611105)"
"ATL1 (51062)","NEUROPATHY, HEREDITARY SENSORY, TYPE ID (OMIM:613708), SPASTIC PARAPLEGIA 3, AUTOSOMAL DOMINANT (OMIM:182600)"
"TSFM (10102)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:610505)"
"KCTD17 (79734)","DYSTONIA 26, MYOCLONIC (OMIM:616398), Myoclonus-dystonia syndrome (ORPHA:36899)"
"ADGRG6 (57211)","LETHAL CONGENITAL CONTRACTURE SYNDROME 9 (OMIM:616503)"
"KIF7 (374654)","Hydrolethalus (ORPHA:2189), ACROCALLOSAL SYNDROME SCHINZEL ACROCALLO... (OMIM:200990), AL-GAZALI-BAKALINOVA SYNDROME (OMIM:607131), Multiple epiphyseal dysplasia, Al-Gazali... (ORPHA:166024), HYDROLETHALUS SYNDROME 2 (OMIM:614120), Acrocallosal syndrome (ORPHA:36)"
"YARS2 (51067)","MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLA... (OMIM:613561), Mitochondrial myopathy and sideroblastic... (ORPHA:2598)"
"EEF1A2 (1917)","MENTAL RETARDATION, AUTOSOMAL DOMINANT 3... (OMIM:616393), EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:616409)"
"RNF170 (81790)","ATAXIA, SENSORY, AUTOSOMAL DOMINANT (OMIM:608984)"
"CCDC88C (440193)","SPINOCEREBELLAR ATAXIA 40 (OMIM:616053), HYDROCEPHALUS, NONSYNDROMIC, AUTOSOMAL R... (OMIM:236600)"
"KY (339855)","MYOPATHY, MYOFIBRILLAR, 7 (OMIM:617114)"
"FGF23 (8074)","HYPOPHOSPHATEMIC RICKETS, AUTOSOMAL DOMI... (OMIM:193100), Autosomal dominant hypophosphatemic rick... (ORPHA:89937)"
