"Export for HP:0000118"
"Gene","Associated diseases"
"LMOD3 (56203)","NEMALINE MYOPATHY 10 (OMIM:616165)"
"TARDBP (23435)","AMYOTROPHIC LATERAL SCLEROSIS 10, WITH O... (OMIM:612069), Amyotrophic lateral sclerosis (ORPHA:803)"
"COL18A1 (80781)","KNOBLOCH SYNDROME, TYPE I (OMIM:267750), Knobloch syndrome (ORPHA:1571)"
"TGM3 (7053)","UNCOMBABLE HAIR SYNDROME 2 (OMIM:617251), Uncombable hair syndrome (ORPHA:1410)"
"HARS2 (23438)","PERRAULT SYNDROME 2 (OMIM:614926)"
"TH (7054)","SEGAWA SYNDROME, AUTOSOMAL RECESSIVE (OMIM:605407)"
"THBD (7056)","THROMBOPHILIA DUE TO THROMBOMODULIN DEFE... (OMIM:614486)"
"SH3PXD2B (285590)","FRANK-TER HAAR SYNDROME (OMIM:249420), Frank-Ter Haar syndrome (ORPHA:137834)"
"SLC35A3 (23443)","Autism spectrum disorder-epilepsy-arthro... (ORPHA:370943), ARTHROGRYPOSIS, MENTAL RETARDATION, AND ... (OMIM:615553)"
"TCHH (7062)","UNCOMBABLE HAIR SYNDROME 3 (OMIM:617252)"
"THPO (7066)","Familial thrombocytosis (ORPHA:71493), THROMBOCYTHEMIA, ESSENTIAL (OMIM:187950)"
"THRA (7067)","HYPOTHYROIDISM, CONGENITAL, NONGOITROUS,... (OMIM:614450), Peripheral resistance to thyroid hormone... (ORPHA:97927)"
"SF3B1 (23451)","Uveal melanoma (ORPHA:39044), MYELODYSPLASTIC SYNDROME (OMIM:614286)"
"THRB (7068)","THYROID HORMONE RESISTANCE, SELECTIVE PI... (OMIM:145650), THYROID HORMONE RESISTANCE, GENERALIZED,... (OMIM:188570), Generalized resistance to thyroid hormon... (ORPHA:3221), Peripheral resistance to thyroid hormone... (ORPHA:97927), THYROID HORMONE RESISTANCE, GENERALIZED,... (OMIM:274300)"
"TIA1 (7072)","Distal myopathy, Welander type (ORPHA:603), WELANDER DISTAL MYOPATHY (OMIM:604454)"
"ABCA5 (23461)","Gingival fibromatosis-hypertrichosis syn... (ORPHA:2026)"
"DCLRE1C (64421)","Omenn syndrome (ORPHA:39041), OMENN SYNDROME (OMIM:603554), SEVERE COMBINED IMMUNODEFICIENCY WITH SE... (OMIM:602450)"
"TIMP3 (7078)","FUNDUS DYSTROPHY, PSEUDOINFLAMMATORY, OF... (OMIM:136900)"
"INF2 (64423)","CHARCOT-MARIE-TOOTH DISEASE, DOMINANT IN... (OMIM:614455), FOCAL SEGMENTAL GLOMERULOSCLEROSIS 5 (OMIM:613237)"
"NKX2-1 (7080)","CHOREOATHETOSIS, HYPOTHYROIDISM, AND NEO... (OMIM:610978), CHOREA, BENIGN HEREDITARY (OMIM:118700), Benign familial chorea (ORPHA:1429), Athyreosis (ORPHA:95713)"
"LRTOMT (220074)","DEAFNESS, AUTOSOMAL RECESSIVE 63 (OMIM:611451)"
"TK2 (7084)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WIT... (OMIM:617069), MITOCHONDRIAL DNA DEPLETION SYNDROME 2 (... (OMIM:609560)"
"TKT (7086)","SHORT STATURE, DEVELOPMENTAL DELAY, AND ... (OMIM:617044)"
"ASXL3 (80816)","BAINBRIDGE-ROPERS SYNDROME (OMIM:615485)"
"ETHE1 (23474)","ENCEPHALOPATHY, ETHYLMALONIC (OMIM:602473)"
"TLL1 (7092)","ATRIAL SEPTAL DEFECT 6 (OMIM:613087)"
"BTNL2 (56244)","Sarcoidosis (ORPHA:797)"
"DDHD1 (80821)","SPASTIC PARAPLEGIA 28, AUTOSOMAL RECESSI... (OMIM:609340)"
"MRAP (56246)","GLUCOCORTICOID DEFICIENCY 2 (OMIM:607398)"
"ISCU (23479)","MYOPATHY WITH EXERCISE INTOLERANCE, SWED... (OMIM:255125)"
"TLR4 (7099)","Behçet disease (ORPHA:117)"
"TGDS (23483)","Catel-Manzke syndrome (ORPHA:1388), CATEL-MANZKE SYNDROME (OMIM:616145)"
"TSPAN7 (7102)","MENTAL RETARDATION, X-LINKED 58 (OMIM:300210), X-linked non-syndromic intellectual disa... (ORPHA:777)"
"DNAI2 (64446)","Primary ciliary dyskinesia (ORPHA:244), CILIARY DYSKINESIA, PRIMARY, 9 (OMIM:612444)"
"ERCC6L2 (375748)","BONE MARROW FAILURE SYNDROME 2 (OMIM:615715)"
"LRRC8A (56262)","Autosomal agammaglobulinemia (ORPHA:33110), AGAMMAGLOBULINEMIA 5, AUTOSOMAL DOMINANT (OMIM:613506)"
"TNFRSF13B (23495)","IMMUNODEFICIENCY, COMMON VARIABLE, 2 (OMIM:240500), IMMUNOGLOBULIN A DEFICIENCY 2 (OMIM:609529), Common variable immunodeficiency (ORPHA:1572)"
"TMPO (7112)","CARDIOMYOPATHY, DILATED, 1T (OMIM:613740), Familial isolated dilated cardiomyopathy (ORPHA:154)"
"CYP2U1 (113612)","SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSI... (OMIM:615030)"
"ZFYVE26 (23503)","SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSI... (OMIM:270700)"
"POFUT1 (23509)","DOWLING-DEGOS DISEASE 2 (OMIM:615327)"
"TNFAIP3 (7128)","AUTOINFLAMMATORY SYNDROME, FAMILIAL, BEH... (OMIM:616744)"
"SUZ12 (23512)","Weaver syndrome (ORPHA:3447)"
"SPIDR (23514)","46,XX gonadal dysgenesis (ORPHA:243)"
"SLC39A14 (23516)","HYPERMANGANESEMIA WITH DYSTONIA 2 (OMIM:617013)"
"TNFRSF1A (7132)","Tumor necrosis factor receptor 1 associa... (ORPHA:32960), PERIODIC FEVER, FAMILIAL, AUTOSOMAL DOMI... (OMIM:142680)"
"TNFRSF1B (7133)","Classic mycosis fungoides (ORPHA:2584), Sézary syndrome (ORPHA:3162)"
"TNNC1 (7134)","CARDIOMYOPATHY, DILATED, 1Z (OMIM:611879), Familial isolated dilated cardiomyopathy (ORPHA:154), CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1... (OMIM:613243)"
"TNNI2 (7136)","ARTHROGRYPOSIS, DISTAL, TYPE 2B (OMIM:601680), Digitotalar dysmorphism (ORPHA:1146), Sheldon-Hall syndrome (ORPHA:1147)"
"TNNI3 (7137)","CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1 (OMIM:115210), Familial isolated dilated cardiomyopathy (ORPHA:154), CARDIOMYOPATHY, DILATED, 2A (OMIM:611880), CARDIOMYOPATHY, DILATED, 1FF (OMIM:613286), CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 7 (OMIM:613690)"
"KAT6B (23522)","BLEPHAROPHIMOSIS-INTELLECTUAL DISABILITY... (OMIM:603736), GENITOPATELLAR SYNDROME (OMIM:606170), Noonan syndrome (ORPHA:648), Genitopatellar syndrome (ORPHA:85201), Blepharophimosis-intellectual disability... (ORPHA:3047)"
"TNNT1 (7138)","NEMALINE MYOPATHY 5 (OMIM:605355)"
"TNNT2 (7139)","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 2 (OMIM:115195), CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 3 (OMIM:612422), Familial isolated dilated cardiomyopathy (ORPHA:154), CARDIOMYOPATHY, DILATED, 1D (OMIM:601494)"
"TNNT3 (7140)","ARTHROGRYPOSIS, DISTAL, TYPE 2B (OMIM:601680), Digitotalar dysmorphism (ORPHA:1146), Sheldon-Hall syndrome (ORPHA:1147)"
"MMAB (326625)","METHYLMALONIC ACIDURIA, CBLB TYPE (OMIM:251110)"
"CLCF1 (23529)","COLD-INDUCED SWEATING SYNDROME 2 (OMIM:610313), Crisponi syndrome (ORPHA:1545)"
"NNT (23530)","GLUCOCORTICOID DEFICIENCY 4 WITH OR WITH... (OMIM:614736)"
"AGRN (375790)","MYASTHENIC SYNDROME, CONGENITAL, 8 (OMIM:615120)"
"CFAP53 (220136)","HETEROTAXY, VISCERAL, 6, AUTOSOMAL (OMIM:614779)"
"TNXB (7148)","EHLERS-DANLOS-LIKE SYNDROME DUE TO TENAS... (OMIM:606408), Ehlers-Danlos syndrome due to tenascin-X... (ORPHA:230839), Ehlers-Danlos syndrome, hypermobility ty... (ORPHA:285), VESICOURETERAL REFLUX 8 (OMIM:615963)"
"PIK3R5 (23533)","ATAXIA-OCULOMOTOR APRAXIA 3 (OMIM:615217)"
"TNPO3 (23534)","Primary biliary cholangitis (ORPHA:186)"
"TOP2A (7153)","Neuroblastoma (ORPHA:635)"
"TP53 (7157)","ADRENOCORTICAL CARCINOMA, HEREDITARY (OMIM:202300), PANCREATIC CANCER (OMIM:260350), Familial pancreatic carcinoma (ORPHA:1333), OSTEOGENIC SARCOMA (OMIM:259500), NASOPHARYNGEAL CARCINOMA (OMIM:607107), PAPILLOMA OF CHOROID PLEXUS (OMIM:260500), Li-Fraumeni syndrome (ORPHA:524), Essential thrombocythemia (ORPHA:3318), Osteosarcoma (ORPHA:668), BREAST CANCER (OMIM:114480), Papilloma of choroid plexus (ORPHA:2807), LI-FRAUMENI SYNDROME 1 (OMIM:151623), COLORECTAL CANCER (OMIM:114500), Adrenocortical carcinoma (ORPHA:1501), HEPATOCELLULAR CARCINOMA (OMIM:114550), Hereditary breast and ovarian cancer syn... (ORPHA:145)"
"ATP6V0A2 (23545)","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE II... (OMIM:219200), Wrinkly skin syndrome (ORPHA:2834), WRINKLY SKIN SYNDROME (OMIM:278250), Autosomal recessive cutis laxa type 2, c... (ORPHA:357074)"
"RD3 (343035)","LEBER CONGENITAL AMAUROSIS 12 (OMIM:610612), Leber congenital amaurosis (ORPHA:65)"
"TPI1 (7167)","Triose phosphate-isomerase deficiency (ORPHA:868), TRIOSEPHOSPHATE ISOMERASE DEFICIENCY (OMIM:615512)"
"TPM1 (7168)","CARDIOMYOPATHY, DILATED, 1Y (OMIM:611878), CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 3 (OMIM:115196), Familial isolated dilated cardiomyopathy (ORPHA:154)"
"TPM2 (7169)","ARTHROGRYPOSIS, DISTAL, TYPE 1A (OMIM:108120), MYOPATHY, CONGENITAL, WITH FIBER-TYPE DI... (OMIM:255310), ARTHROGRYPOSIS, DISTAL, TYPE 2B (OMIM:601680), NEMALINE MYOPATHY 4 (OMIM:609285), Digitotalar dysmorphism (ORPHA:1146), Sheldon-Hall syndrome (ORPHA:1147), Congenital fiber-type disproportion myop... (ORPHA:2020)"
"TSPAN12 (23554)","EXUDATIVE VITREORETINOPATHY 5 (OMIM:613310)"
"TPM3 (7170)","MYOPATHY, CONGENITAL, WITH FIBER-TYPE DI... (OMIM:255310), NEMALINE MYOPATHY 1 (OMIM:609284), Congenital fiber-type disproportion myop... (ORPHA:2020)"
"PIGN (23556)","Fryns syndrome (ORPHA:2059), MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-... (OMIM:614080)"
"TPO (7173)","THYROID HORMONOGENESIS, GENETIC DEFECT I... (OMIM:274500), Familial thyroid dyshormonogenesis (ORPHA:95716)"
"TPP2 (7174)","Autoimmune hemolytic anemia-autoimmune t... (ORPHA:444463)"
"CLDN14 (23562)","DEAFNESS, AUTOSOMAL RECESSIVE 29 (OMIM:614035)"
"ASXL1 (171023)","Bohring-Opitz syndrome (ORPHA:97297), MYELODYSPLASTIC SYNDROME (OMIM:614286), BOHRING-OPITZ SYNDROME (OMIM:605039)"
"ARL2BP (23568)","Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA WITH OR WITHOUT SIT... (OMIM:615434)"
"CASP14 (23581)","Ichthyosis, congenital, autosomal recess... (OMIM:617320)"
"TRH (7200)","THYROTROPIN-RELEASING HORMONE DEFICIENCY (OMIM:275120)"
"TRHR (7201)","Resistance to thyrotropin-releasing horm... (ORPHA:99832)"
"DDX58 (23586)","SINGLETON-MERTEN SYNDROME 2 (OMIM:616298)"
"TRIO (7204)","MENTAL RETARDATION, AUTOSOMAL DOMINANT 4... (OMIM:617061)"
"PDSS1 (23590)","COENZYME Q10 DEFICIENCY, PRIMARY, 2 (OMIM:614651)"
"LEMD3 (23592)","MELORHEOSTOSIS, ISOLATED (OMIM:155950), BUSCHKE-OLLENDORFF SYNDROME (OMIM:166700), Isolated osteopoikilosis (ORPHA:166119), Buschke-Ollendorff syndrome (ORPHA:1306), Melorheostosis with osteopoikilosis (ORPHA:1879), 12q14 microdeletion syndrome (ORPHA:94063)"
"ORC6 (23594)","MEIER-GORLIN SYNDROME 3 (OMIM:613803), Ear-patella-short stature syndrome (ORPHA:2554)"
"AMACR (23600)","ALPHA-METHYLACYL-CoA RACEMASE DEFICIENCY (OMIM:614307), Congenital bile acid synthesis defect ty... (ORPHA:79095), BILE ACID SYNTHESIS DEFECT, CONGENITAL, ... (OMIM:214950)"
"TRPC3 (7222)","SPINOCEREBELLAR ATAXIA 41 (OMIM:616410)"
"CD2AP (23607)","FOCAL SEGMENTAL GLOMERULOSCLEROSIS 3, SU... (OMIM:607832)"
"TRPC6 (7225)","FOCAL SEGMENTAL GLOMERULOSCLEROSIS 2 (OMIM:603965)"
"GDF6 (392255)","KLIPPEL-FEIL SYNDROME 1, AUTOSOMAL DOMIN... (OMIM:118100), MICROPHTHALMIA, ISOLATED, WITH COLOBOMA ... (OMIM:613703), LEBER CONGENITAL AMAUROSIS 17 (OMIM:615360), MICROPHTHALMIA, ISOLATED 4 (OMIM:613094), Isolated Klippel-Feil syndrome (ORPHA:2345), Leber congenital amaurosis (ORPHA:65)"
"TRPS1 (7227)","Trichorhinophalangeal syndrome type 1 an... (ORPHA:77258), Langer-Giedion syndrome (ORPHA:502), TRICHORHINOPHALANGEAL SYNDROME, TYPE I (OMIM:190350), TRICHORHINOPHALANGEAL SYNDROME, TYPE III (OMIM:190351)"
"CLEC7A (64581)","Chronic mucocutaneous candidiasis (ORPHA:1334), CANDIDIASIS, FAMILIAL, 4 (OMIM:613108)"
"KCNE5 (23630)","Alport syndrome-intellectual disability-... (ORPHA:86818)"
"ANO5 (203859)","GNATHODIAPHYSEAL DYSPLASIA (OMIM:166260), MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2L (OMIM:611307), Gnathodiaphyseal dysplasia (ORPHA:53697), MIYOSHI MUSCULAR DYSTROPHY 3 (OMIM:613319)"
"TSC1 (7248)","Lymphangioleiomyomatosis (ORPHA:538), Tuberous sclerosis complex (ORPHA:805), LYMPHANGIOLEIOMYOMATOSIS (OMIM:606690), TUBEROUS SCLEROSIS 1 (OMIM:191100), FOCAL CORTICAL DYSPLASIA, TYPE II (OMIM:607341)"
"TSC2 (7249)","Lymphangioleiomyomatosis (ORPHA:538), Tuberous sclerosis complex (ORPHA:805), LYMPHANGIOLEIOMYOMATOSIS (OMIM:606690), FOCAL CORTICAL DYSPLASIA, TYPE II (OMIM:607341), TUBEROUS SCLEROSIS 2 (OMIM:613254)"
"TSG101 (7251)","BREAST CANCER (OMIM:114480)"
"TSHB (7252)","HYPOTHYROIDISM, CONGENITAL, NONGOITROUS,... (OMIM:275100), Isolated thyroid-stimulating hormone def... (ORPHA:90674)"
"NUP62 (23636)","STRIATONIGRAL DEGENERATION, INFANTILE (OMIM:271930)"
"TSHR (7253)","Familial gestational hyperthyroidism (ORPHA:99819), Thyroid hypoplasia (ORPHA:95720), Familial hyperthyroidism due to mutation... (ORPHA:424), HYPERTHYROIDISM, NONAUTOIMMUNE (OMIM:609152), HYPOTHYROIDISM, CONGENITAL, NONGOITROUS,... (OMIM:275200), HYPERTHYROIDISM, FAMILIAL GESTATIONAL (OMIM:603373), Athyreosis (ORPHA:95713), Hypothyroidism due to TSH receptor mutat... (ORPHA:90673)"
"LRRC6 (23639)","Primary ciliary dyskinesia (ORPHA:244), CILIARY DYSKINESIA, PRIMARY, 19 (OMIM:614935)"
"TECRL (253017)","VENTRICULAR TACHYCARDIA, CATECHOLAMINERG... (OMIM:614021), Catecholaminergic polymorphic ventricula... (ORPHA:3286)"
"TSPY1 (7258)","Partial chromosome Y deletion (ORPHA:1646)"
"TSPYL1 (7259)","SUDDEN INFANT DEATH WITH DYSGENESIS OF T... (OMIM:608800), Sudden infant death-dysgenesis of the te... (ORPHA:168593)"
"TTN (7273)","HEREDITARY MYOPATHY WITH EARLY RESPIRATO... (OMIM:603689), MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J (OMIM:608807), Familial isolated dilated cardiomyopathy (ORPHA:154), CARDIOMYOPATHY, DILATED, 1G (OMIM:604145), CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 9 (OMIM:613765), TIBIAL MUSCULAR DYSTROPHY, TARDIVE (OMIM:600334), SALIH MYOPATHY (OMIM:611705)"
"TTPA (7274)","VITAMIN E, FAMILIAL ISOLATED DEFICIENCY ... (OMIM:277460), Ataxia with vitamin E deficiency (ORPHA:96)"
"TUB (7275)","Retinitis pigmentosa (ORPHA:791), RETINAL DYSTROPHY AND OBESITY (OMIM:616188)"
"TTR (7276)","AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-R... (OMIM:105210), CARPAL TUNNEL SYNDROME (OMIM:115430)"
"TUBA4A (7277)","AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR... (OMIM:616208)"
"TUBB2A (7280)","CORTICAL DYSPLASIA, COMPLEX, WITH OTHER ... (OMIM:615763)"
"TUBG1 (7283)","CORTICAL DYSPLASIA, COMPLEX, WITH OTHER ... (OMIM:615412)"
"TUFM (7284)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:610678)"
"TULP1 (7287)","Retinitis pigmentosa (ORPHA:791), LEBER CONGENITAL AMAUROSIS 15 (OMIM:613843), RETINITIS PIGMENTOSA 14 (OMIM:600132), Leber congenital amaurosis (ORPHA:65)"
"HIRA (7290)","22q11.2 deletion syndrome (ORPHA:567)"
"TWIST1 (7291)","Isolated plagiocephaly (ORPHA:35098), Isolated brachycephaly (ORPHA:35099), Saethre-Chotzen syndrome (ORPHA:794), ROBINOW-SORAUF SYNDROME (OMIM:180750), SAETHRE-CHOTZEN SYNDROME (OMIM:101400), CRANIOSYNOSTOSIS 1 (OMIM:123100), Isolated scaphocephaly (ORPHA:35093)"
"TNFSF4 (7292)","Narcolepsy-cataplexy syndrome (ORPHA:2073)"
"TNFRSF4 (7293)","IMMUNODEFICIENCY 16 (OMIM:615593)"
"TYK2 (7297)","IMMUNODEFICIENCY 35 (OMIM:611521), Rheumatoid factor-negative juvenile idio... (ORPHA:85408), Oligoarticular juvenile idiopathic arthr... (ORPHA:85410)"
"TUBB1 (81027)","MACROTHROMBOCYTOPENIA, AUTOSOMAL DOMINAN... (OMIM:613112)"
"TYR (7299)","ALBINISM, OCULOCUTANEOUS, TYPE IB (OMIM:606952), ALBINISM, OCULAR, WITH SENSORINEURAL DEA... (OMIM:103470), ALBINISM, OCULOCUTANEOUS, TYPE IA (OMIM:203100), Oculocutaneous albinism type 1A (ORPHA:79431), Oculocutaneous albinism type 1B (ORPHA:79434)"
"SLC2A10 (81031)","Arterial tortuosity syndrome (ORPHA:3342), ARTERIAL TORTUOSITY SYNDROME (OMIM:208050)"
"TYROBP (7305)","POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA... (OMIM:221770), Nasu-Hakola disease (ORPHA:2770)"
"TYRP1 (7306)","ALBINISM, OCULOCUTANEOUS, TYPE III (OMIM:203290), Oculocutaneous albinism type 3 (ORPHA:79433)"
"HEPACAM (220296)","MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH... (OMIM:613926), MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH... (OMIM:604004), MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH... (OMIM:613925)"
"SLC25A32 (81034)","EXERCISE INTOLERANCE, RIBOFLAVIN-RESPONS... (OMIM:616839)"
"UBB (7314)","CLEFT PALATE, ISOLATED (OMIM:119540)"
"UBA1 (7317)","SPINAL MUSCULAR ATROPHY, X-LINKED 2 (OMIM:301830), Infantile-onset X-linked spinal muscular... (ORPHA:1145)"
"UBE2A (7319)","MENTAL RETARDATION, X-LINKED, SYNDROMIC,... (OMIM:300860)"
"PNPLA1 (285848)","Congenital non-bullous ichthyosiform ery... (ORPHA:79394), ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESS... (OMIM:615024)"
"UBE3A (7337)","15q11q13 microduplication syndrome (ORPHA:238446), ANGELMAN SYNDROME (OMIM:105830)"
"SUMO1 (7341)","Oligodontia (ORPHA:99798), OROFACIAL CLEFT 10 (OMIM:613705)"
"SHPK (23729)","Isolated sedoheptulokinase deficiency (ORPHA:440713)"
"UCHL1 (7345)","SPASTIC PARAPLEGIA 79, AUTOSOMAL RECESSI... (OMIM:615491)"
"FRRS1L (23732)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:616981)"
"UCP2 (7351)","Hyperinsulinism due to UCP2 deficiency (ORPHA:276556)"
"UFD1 (7353)","22q11.2 deletion syndrome (ORPHA:567)"
"RXFP2 (122042)","CRYPTORCHIDISM, UNILATERAL OR BILATERAL (OMIM:219050)"
"SLC35A2 (7355)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:300896)"
"NPAP1 (23742)","PRADER-WILLI SYNDROME (OMIM:176270)"
"AIPL1 (23746)","RETINITIS PIGMENTOSA (OMIM:268000), LEBER CONGENITAL AMAUROSIS 4 (OMIM:604393), Leber congenital amaurosis (ORPHA:65), Cone rod dystrophy (ORPHA:1872)"
"UMOD (7369)","GLOMERULOCYSTIC KIDNEY DISEASE WITH HYPE... (OMIM:609886), HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVE... (OMIM:162000), MEDULLARY CYSTIC KIDNEY DISEASE 2 (OMIM:603860)"
"DNAJC12 (56521)","HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEF... (OMIM:617384)"
"UMPS (7372)","Hereditary orotic aciduria (ORPHA:30), OROTIC ACIDURIA (OMIM:258900)"
"COL14A1 (7373)","Punctate palmoplantar keratoderma type 1 (ORPHA:79501)"
"UNG (7374)","IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 5 (OMIM:608106)"
"IL17RA (23765)","Chronic mucocutaneous candidiasis (ORPHA:1334), IMMUNODEFICIENCY 51 (OMIM:613953)"
"UQCRB (7381)","MITOCHONDRIAL COMPLEX III DEFICIENCY, NU... (OMIM:615158)"
"FLRT3 (23767)","HYPOGONADOTROPIC HYPOGONADISM 21 WITH OR... (OMIM:615271), HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR ... (OMIM:146110), Kallmann syndrome (ORPHA:478)"
"UQCRC2 (7385)","MITOCHONDRIAL COMPLEX III DEFICIENCY, NU... (OMIM:615160)"
"UROD (7389)","PORPHYRIA CUTANEA TARDA (OMIM:176100), Hepatoerythropoietic porphyria (ORPHA:95159)"
"UROS (7390)","Congenital erythropoietic porphyria (ORPHA:79277), PORPHYRIA, CONGENITAL ERYTHROPOIETIC (OMIM:263700)"
"USH2A (7399)","Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA 39 (OMIM:613809), Usher syndrome type 2 (ORPHA:231178), USHER SYNDROME, TYPE IIA (OMIM:276901)"
"CLRN1 (7401)","Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA (OMIM:268000), RETINITIS PIGMENTOSA 61 (OMIM:614180), USHER SYNDROME, TYPE IIIA (OMIM:276902), Usher syndrome type 3 (ORPHA:231183)"
"KDM6A (7403)","Kabuki syndrome (ORPHA:2322), KABUKI SYNDROME 2 (OMIM:300867), KABUKI SYNDROME 1 (OMIM:147920)"
"D2HGDH (728294)","D-2-HYDROXYGLUTARIC ACIDURIA 1 (OMIM:600721)"
"VCL (7414)","Familial isolated dilated cardiomyopathy (ORPHA:154), CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1... (OMIM:613255), CARDIOMYOPATHY, DILATED, 1W (OMIM:611407)"
"VCP (7415)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:616687), Inclusion body myopathy with Paget disea... (ORPHA:52430), Autosomal dominant Charcot-Marie-Tooth d... (ORPHA:435387), Amyotrophic lateral sclerosis (ORPHA:803), Progressive non-fluent aphasia (ORPHA:100070), Spastic paraplegia-Paget disease of bone... (ORPHA:329475), INCLUSION BODY MYOPATHY WITH EARLY-ONSET... (OMIM:167320), AMYOTROPHIC LATERAL SCLEROSIS 14, WITH O... (OMIM:613954), Behavioral variant of frontotemporal dem... (ORPHA:275864)"
"VDR (7421)","VITAMIN D-DEPENDENT RICKETS, TYPE 2A (OMIM:277440), Hypocalcemic vitamin D-resistant rickets (ORPHA:93160), OSTEOPOROSIS (OMIM:166710)"
"VEGFC (7424)","LYMPHEDEMA, HEREDITARY, ID (OMIM:615907)"
"KCTD7 (154881)","EPILEPSY, PROGRESSIVE MYOCLONIC, 3, WITH... (OMIM:611726)"
"VHL (7428)","PHEOCHROMOCYTOMA (OMIM:171300), ERYTHROCYTOSIS, FAMILIAL, 2 (OMIM:263400), Von Hippel-Lindau disease (ORPHA:892), VON HIPPEL-LINDAU SYNDROME (OMIM:193300), RENAL CELL CARCINOMA, NONPAPILLARY (OMIM:144700)"
"VIM (7431)","CATARACT 30, MULTIPLE TYPES (OMIM:116300)"
"VLDLR (7436)","Dysequilibrium syndrome (ORPHA:1766), CEREBELLAR ATAXIA, MENTAL RETARDATION, A... (OMIM:224050)"
"BEST1 (7439)","Adult-onset foveomacular vitelliform dys... (ORPHA:99000), Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA 50 (OMIM:613194), BESTROPHINOPATHY, AUTOSOMAL RECESSIVE (OMIM:611809), Best vitelliform macular dystrophy (ORPHA:1243), VITREORETINOCHOROIDOPATHY (OMIM:193220), MACULAR DYSTROPHY, VITELLIFORM, 2 (OMIM:153700)"
"VRK1 (7443)","PONTOCEREBELLAR HYPOPLASIA, TYPE 1A (OMIM:607596)"
"LMF1 (64788)","Familial chylomicronemia syndrome (ORPHA:444490), LIPASE DEFICIENCY, COMBINED (OMIM:246650)"
"VWF (7450)","VON WILLEBRAND DISEASE, TYPE 2 (OMIM:613554), VON WILLEBRAND DISEASE, RECESSIVE FORM (OMIM:277480), VON WILLEBRAND DISEASE, TYPE 1 (OMIM:193400)"
"CYP26B1 (56603)","RADIOHUMERAL FUSIONS WITH OTHER SKELETAL... (OMIM:614416)"
"WAS (7454)","NEUTROPENIA, SEVERE CONGENITAL, X-LINKED (OMIM:300299), Wiskott-Aldrich syndrome (ORPHA:906), X-linked severe congenital neutropenia (ORPHA:86788), THROMBOCYTOPENIA 1 (OMIM:313900)"
"SLC2A9 (56606)","HYPOURICEMIA, RENAL, 2 (OMIM:612076)"
"WIPF1 (7456)","Wiskott-Aldrich syndrome (ORPHA:906), WISKOTT-ALDRICH SYNDROME 2 (OMIM:614493)"
"ARV1 (64801)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:617020)"
"NMNAT1 (64802)","LEBER CONGENITAL AMAUROSIS 9 (OMIM:608553), Leber congenital amaurosis (ORPHA:65)"
"CLIP2 (7461)","Williams syndrome (ORPHA:904)"
"P2RY12 (64805)","BLEEDING DISORDER DUE TO P2RY12 DEFECT (OMIM:609821)"
"DIABLO (56616)","DEAFNESS, AUTOSOMAL DOMINANT 64 (OMIM:614152)"
"WFS1 (7466)","CATARACT, NUCLEAR TOTAL (OMIM:116400), Wolfram syndrome (ORPHA:3463), Wolfram-like syndrome (ORPHA:411590), WOLFRAM-LIKE SYNDROME, AUTOSOMAL DOMINAN... (OMIM:614296), WOLFRAM SYNDROME 1 (OMIM:222300), DEAFNESS, AUTOSOMAL DOMINANT 6 (OMIM:600965)"
